package,ecosystem,installed_version,cve_id,osv_id,summary,severity,cvss_vector,published,modified,aliases,reference_url
cryptography,PyPI,2.3,CVE-2023-50782,GHSA-3ww4-gg4f-jr7f,Python Cryptography package vulnerable to Bleichenbacher timing oracle attack,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024-02-05T21:30:31Z,2026-02-28T05:12:47.573911Z,CVE-2023-50782,https://nvd.nist.gov/vuln/detail/CVE-2023-50782
cryptography,PyPI,2.3,GHSA-537c-gmf6-5ccf,GHSA-537c-gmf6-5ccf,Vulnerable OpenSSL included in cryptography wheels,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2026-06-15T20:12:27Z,2026-06-16T19:59:26.897634900Z,,https://github.com/pyca/cryptography/security/advisories/GHSA-537c-gmf6-5ccf
cryptography,PyPI,2.3,GHSA-5cpq-8wj7-hf2v,GHSA-5cpq-8wj7-hf2v,Vulnerable OpenSSL included in cryptography wheels,LOW,,2023-06-02T17:13:10Z,2026-02-04T02:57:14.653935Z,,https://github.com/pyca/cryptography/security/advisories/GHSA-5cpq-8wj7-hf2v
cryptography,PyPI,2.3,CVE-2024-0727,GHSA-9v9h-cgj8-h64p,Null pointer dereference in PKCS12 parsing,MODERATE,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,2024-01-26T09:30:23Z,2026-05-13T15:34:03.484103Z,CVE-2024-0727,https://nvd.nist.gov/vuln/detail/CVE-2024-0727
cryptography,PyPI,2.3,CVE-2020-25659,GHSA-hggm-jpg3-v476,RSA decryption vulnerable to Bleichenbacher timing vulnerability,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,2020-10-27T20:33:13Z,2024-11-24T05:24:23.229640Z,CVE-2020-25659; PYSEC-2021-62,https://github.com/pyca/cryptography/security/advisories/GHSA-hggm-jpg3-v476
cryptography,PyPI,2.3,GHSA-jm77-qphf-c4w8,GHSA-jm77-qphf-c4w8,pyca/cryptography's wheels include vulnerable OpenSSL,LOW,,2023-08-01T22:34:41Z,2026-02-04T04:40:22.560238Z,,https://github.com/pyca/cryptography/security/advisories/GHSA-jm77-qphf-c4w8
cryptography,PyPI,2.3,CVE-2026-34073,GHSA-m959-cc7f-wv43,cryptography has incomplete DNS name constraint enforcement on peer names,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2026-03-27T19:56:21Z,2026-06-05T18:00:13.915417385Z,CVE-2026-34073; PYSEC-2026-35,https://github.com/pyca/cryptography/security/advisories/GHSA-m959-cc7f-wv43
cryptography,PyPI,2.3,CVE-2026-26007,GHSA-r6ph-v2qm-q3c2,cryptography Vulnerable to a Subgroup Attack Due to Missing Subgroup Validation for SECT Curves,HIGH,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,2026-02-10T21:27:06Z,2026-05-11T00:41:25.223427584Z,CVE-2026-26007,https://github.com/pyca/cryptography/security/advisories/GHSA-r6ph-v2qm-q3c2
cryptography,PyPI,2.3,CVE-2023-23931,GHSA-w7pp-m8wf-vj6r,Cipher.update_into can corrupt memory if passed an immutable python object as the outbuf,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,2023-02-07T20:54:10Z,2026-03-30T14:42:44.815856Z,CVE-2023-23931; PYSEC-2023-11,https://github.com/pyca/cryptography/security/advisories/GHSA-w7pp-m8wf-vj6r
cryptography,PyPI,2.3,CVE-2023-0286,GHSA-x4qr-2fvf-3mr5,Vulnerable OpenSSL included in cryptography wheels,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:H,2023-02-08T22:17:06Z,2026-02-04T03:52:58.797593Z,CVE-2023-0286; RUSTSEC-2023-0006,https://github.com/pyca/cryptography/security/advisories/GHSA-x4qr-2fvf-3mr5
cryptography,PyPI,2.3,CVE-2020-25659,PYSEC-2021-62,,,,2021-01-11T16:15:00Z,2023-11-08T04:03:11.264590Z,CVE-2020-25659; GHSA-hggm-jpg3-v476,https://github.com/pyca/cryptography/pull/5507/commits/ce1bef6f1ee06ac497ca0c837fbd1c7ef6c2472b
cryptography,PyPI,2.3,CVE-2023-23931,PYSEC-2023-11,,,,2023-02-07T21:15:00Z,2026-02-22T22:48:42.243064Z,CVE-2023-23931; GHSA-w7pp-m8wf-vj6r,https://github.com/pyca/cryptography/security/advisories/GHSA-w7pp-m8wf-vj6r
cryptography,PyPI,2.3,CVE-2024-26130,PYSEC-2024-225,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024-02-21T17:15:09Z,2026-06-10T17:14:19.430885581Z,CVE-2024-26130; GHSA-6vqw-3v5j-54x4,https://github.com/pyca/cryptography/security/advisories/GHSA-6vqw-3v5j-54x4
cryptography,PyPI,2.3,CVE-2026-34073,PYSEC-2026-35,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2026-03-31T03:15:59.123Z,2026-05-20T09:18:55.884138Z,CVE-2026-34073; GHSA-m959-cc7f-wv43,https://github.com/pyca/cryptography/security/advisories/GHSA-m959-cc7f-wv43
lodash,npm,4.17.4,CVE-2020-28500,GHSA-29mw-wpgm-hmr9,Regular Expression Denial of Service (ReDoS) in lodash,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2022-01-06T20:30:46Z,2025-09-29T21:12:31.102523Z,CVE-2020-28500,https://nvd.nist.gov/vuln/detail/CVE-2020-28500
lodash,npm,4.17.4,CVE-2021-23337,GHSA-35jh-r3h4-6jhm,Command Injection in lodash,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,2021-05-06T16:05:51Z,2025-08-12T21:55:57.719943Z,CVE-2021-23337,https://nvd.nist.gov/vuln/detail/CVE-2021-23337
lodash,npm,4.17.4,CVE-2018-16487,GHSA-4xc9-xhrj-v574,Prototype Pollution in lodash,HIGH,,2019-02-07T18:16:48Z,2025-08-12T21:55:35.778975Z,CVE-2018-16487,https://nvd.nist.gov/vuln/detail/CVE-2018-16487
lodash,npm,4.17.4,CVE-2026-2950,GHSA-f23m-r3pf-42rh,lodash vulnerable to Prototype Pollution via array path bypass in `_.unset` and `_.omit`,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,2026-04-01T23:50:27Z,2026-04-02T17:29:51.565211556Z,CVE-2026-2950,https://github.com/lodash/lodash/security/advisories/GHSA-f23m-r3pf-42rh
lodash,npm,4.17.4,CVE-2018-3721,GHSA-fvqr-27wr-82fm,Prototype Pollution in lodash,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2018-07-26T15:14:52Z,2025-08-12T21:55:16.003066Z,CVE-2018-3721,https://nvd.nist.gov/vuln/detail/CVE-2018-3721
lodash,npm,4.17.4,CVE-2019-10744,GHSA-jf85-cpcp-j695,Prototype Pollution in lodash,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,2019-07-10T19:45:23Z,2026-03-14T09:41:05.242311Z,CVE-2019-10744,https://nvd.nist.gov/vuln/detail/CVE-2019-10744
lodash,npm,4.17.4,CVE-2020-8203,GHSA-p6mc-m468-83gw,Prototype Pollution in lodash,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H,2020-07-15T19:15:48Z,2025-08-12T21:56:17.174859Z,CVE-2020-8203,https://nvd.nist.gov/vuln/detail/CVE-2020-8203
lodash,npm,4.17.4,CVE-2026-4800,GHSA-r5fr-rjxr-66jc,lodash vulnerable to Code Injection via `_.template` imports key names,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2026-04-01T23:51:12Z,2026-04-02T17:29:57.498155673Z,CVE-2026-4800,https://github.com/lodash/lodash/security/advisories/GHSA-r5fr-rjxr-66jc
lodash,npm,4.17.4,CVE-2019-1010266,GHSA-x5rq-j2xg-h7qm,Regular Expression Denial of Service (ReDoS) in lodash,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2019-07-19T16:13:07Z,2026-03-13T21:56:22.446078Z,CVE-2019-1010266,https://nvd.nist.gov/vuln/detail/CVE-2019-1010266
lodash,npm,4.17.4,CVE-2025-13465,GHSA-xxjr-mmjv-4gpg,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,2026-01-21T23:01:22Z,2026-06-09T11:15:10.330415235Z,CVE-2025-13465,https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg
minimist,npm,1.2.0,CVE-2020-7598,GHSA-vh95-rmgr-6w4m,Prototype Pollution in minimist,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,2020-04-03T21:48:32Z,2026-03-13T22:11:31.390433Z,CVE-2020-7598,https://nvd.nist.gov/vuln/detail/CVE-2020-7598
minimist,npm,1.2.0,CVE-2021-44906,GHSA-xvch-5gv4-984h,Prototype Pollution in minimist,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2022-03-18T00:01:09Z,2026-03-13T22:11:59.523514Z,CVE-2021-44906,https://nvd.nist.gov/vuln/detail/CVE-2021-44906
axios,npm,0.18.0,CVE-2025-62718,GHSA-3p68-rc4w-qgx5,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,2026-04-09T17:32:19Z,2026-05-08T13:46:43Z,CVE-2025-62718,https://github.com/axios/axios/security/advisories/GHSA-3p68-rc4w-qgx5
axios,npm,0.18.0,CVE-2019-10742,GHSA-42xw-2xvc-qx8m,Denial of Service in axios,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2019-05-29T18:04:45Z,2023-11-08T04:00:54.287876Z,CVE-2019-10742,https://nvd.nist.gov/vuln/detail/CVE-2019-10742
axios,npm,0.18.0,CVE-2026-25639,GHSA-43fc-jf86-j433,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2026-02-09T17:46:14Z,2026-05-08T14:03:50.604057Z,CVE-2026-25639,https://github.com/axios/axios/security/advisories/GHSA-43fc-jf86-j433
axios,npm,0.18.0,CVE-2020-28168,GHSA-4w2v-q235-vp99,Axios vulnerable to Server-Side Request Forgery,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,2021-01-04T20:59:40Z,2023-11-08T04:03:23.856522Z,CVE-2020-28168,https://nvd.nist.gov/vuln/detail/CVE-2020-28168
axios,npm,0.18.0,CVE-2026-42034,GHSA-5c9x-8gcm-mpgx,Axios' HTTP adapter-streamed uploads bypass maxBodyLength when maxRedirects: 0,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2026-05-05T00:33:25Z,2026-05-06T15:29:22.484110786Z,CVE-2026-42034,https://github.com/axios/axios/security/advisories/GHSA-5c9x-8gcm-mpgx
axios,npm,0.18.0,CVE-2026-42039,GHSA-62hf-57xw-28j9,Axios: unbounded recursion in toFormData causes DoS via deeply nested request data,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2026-05-05T00:34:32Z,2026-06-08T16:00:10.031349689Z,CVE-2026-42039,https://github.com/axios/axios/security/advisories/GHSA-62hf-57xw-28j9
axios,npm,0.18.0,CVE-2026-42035,GHSA-6chq-wfr3-2hj9,Axios: Header Injection via Prototype Pollution,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,2026-05-05T00:25:47Z,2026-05-06T15:29:22.420628473Z,CVE-2026-42035,https://github.com/axios/axios/security/advisories/GHSA-6chq-wfr3-2hj9
axios,npm,0.18.0,CVE-2026-44490,GHSA-898c-q2cr-xwhg,axios has DoS & Header Injection via Prototype Pollution Read-Side Gadgets in axios merge functions,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:L,2026-05-29T15:54:57Z,2026-06-12T19:30:11.389775970Z,CVE-2026-44490,https://github.com/axios/axios/security/advisories/GHSA-898c-q2cr-xwhg
axios,npm,0.18.0,CVE-2021-3749,GHSA-cph5-m8f7-6c5x,axios Inefficient Regular Expression Complexity vulnerability,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2021-09-01T18:23:02Z,2023-11-08T04:06:18.328201Z,CVE-2021-3749,https://nvd.nist.gov/vuln/detail/CVE-2021-3749
axios,npm,0.18.0,CVE-2026-40175,GHSA-fvcv-3m26-pcqx,Axios has Unrestricted Cloud Metadata Exfiltration via Header Injection Chain,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,2026-04-10T19:47:16Z,2026-05-20T00:30:10.353644780Z,CVE-2026-40175,https://github.com/axios/axios/security/advisories/GHSA-fvcv-3m26-pcqx
axios,npm,0.18.0,CVE-2026-44496,GHSA-hfxv-24rg-xrqf,Axios: Regular Expression Denial of Service (ReDoS) via Cookie Name Injection,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2026-06-04T14:24:06Z,2026-06-10T16:29:24.047188426Z,CVE-2026-44496,https://github.com/axios/axios/security/advisories/GHSA-hfxv-24rg-xrqf
axios,npm,0.18.0,CVE-2026-44486,GHSA-j5f8-grm9-p9fc,Axios: Proxy-Authorization header leaks to redirect target when proxy is re-evaluated to direct connection,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2026-06-04T14:15:01Z,2026-06-12T19:30:09.847820233Z,CVE-2026-44486,https://github.com/axios/axios/security/advisories/GHSA-j5f8-grm9-p9fc
axios,npm,0.18.0,CVE-2025-27152,GHSA-jr5f-v2jv-69x6,axios Requests Vulnerable To Possible SSRF and Credential Leakage via Absolute URL,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,2025-03-07T15:16:00Z,2026-02-04T03:30:49.527969Z,CVE-2025-27152,https://github.com/axios/axios/security/advisories/GHSA-jr5f-v2jv-69x6
axios,npm,0.18.0,CVE-2026-42038,GHSA-m7pr-hjqh-92cm,Axios: no_proxy bypass via IP alias allows SSRF,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,2026-05-05T00:40:17Z,2026-05-06T15:29:25.469495724Z,CVE-2026-42038,https://github.com/axios/axios/security/advisories/GHSA-m7pr-hjqh-92cm
axios,npm,0.18.0,CVE-2026-44487,GHSA-p92q-9vqr-4j8v,Axios: Proxy-Authorization Credential Leak to Origin Server Across HTTP-to-HTTPS Redirect in Axios Node.js HTTP Adapter,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,2026-06-04T14:19:53Z,2026-06-12T19:30:09.850549232Z,CVE-2026-44487,https://github.com/axios/axios/security/advisories/GHSA-p92q-9vqr-4j8v
axios,npm,0.18.0,CVE-2026-42033,GHSA-pf86-5x62-jrwf,"Axios: Prototype Pollution Gadgets - Response Tampering, Data Exfiltration, and Request Hijacking",HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,2026-05-05T00:26:29Z,2026-05-06T15:29:21.690525700Z,CVE-2026-42033,https://github.com/axios/axios/security/advisories/GHSA-pf86-5x62-jrwf
axios,npm,0.18.0,CVE-2026-44492,GHSA-pjwm-pj3p-43mv,"axios's shouldBypassProxy does not recognize IPv4-mapped IPv6 addresses, allowing NO_PROXY bypass (incomplete fix for CVE-2025-62718)",HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,2026-05-29T15:59:30Z,2026-06-01T20:14:14.288658251Z,CVE-2026-44492,https://github.com/axios/axios/security/advisories/GHSA-pjwm-pj3p-43mv
axios,npm,0.18.0,CVE-2026-42043,GHSA-pmwg-cvhr-8vh7,Axios: Incomplete Fix for CVE-2025-62718 — NO_PROXY Protection Bypassed via RFC 1122 Loopback Subnet (127.0.0.0/8) in Axios 1.15.0,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,2026-05-05T00:20:58Z,2026-05-06T15:29:21.321963957Z,CVE-2026-42043,https://github.com/axios/axios/security/advisories/GHSA-pmwg-cvhr-8vh7
axios,npm,0.18.0,CVE-2026-42036,GHSA-vf2m-468p-8v99,Axios: HTTP adapter streamed responses bypass maxContentLength,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2026-05-05T00:26:57Z,2026-05-06T15:29:25.221206831Z,CVE-2026-42036,https://github.com/axios/axios/security/advisories/GHSA-vf2m-468p-8v99
axios,npm,0.18.0,CVE-2026-42041,GHSA-w9j2-pvgh-6h63,Axios: Authentication Bypass via Prototype Pollution Gadget in `validateStatus` Merge Strategy,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,2026-05-05T00:21:39Z,2026-05-06T15:29:25.530276017Z,CVE-2026-42041,https://github.com/axios/axios/security/advisories/GHSA-w9j2-pvgh-6h63
axios,npm,0.18.0,CVE-2023-45857,GHSA-wf5p-g6vw-rhxx,Axios Cross-Site Request Forgery Vulnerability,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2023-11-08T21:30:37Z,2026-02-04T02:41:22.966638Z,CVE-2023-45857,https://nvd.nist.gov/vuln/detail/CVE-2023-45857
axios,npm,0.18.0,CVE-2026-42040,GHSA-xhjh-pmcv-23jw,Axios: Null Byte Injection via Reverse-Encoding in AxiosURLSearchParams,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,2026-05-05T00:18:03Z,2026-05-06T15:29:21.463270742Z,CVE-2026-42040,https://github.com/axios/axios/security/advisories/GHSA-xhjh-pmcv-23jw
axios,npm,0.18.0,CVE-2026-42042,GHSA-xx6v-rp6x-q39c,Axios: XSRF Token Cross-Origin Leakage via Prototype Pollution Gadget in `withXSRFToken` Boolean Coercion,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2026-05-05T00:25:22Z,2026-05-06T15:29:24.391236937Z,CVE-2026-42042,https://github.com/axios/axios/security/advisories/GHSA-xx6v-rp6x-q39c
express,npm,4.16.0,CVE-2024-43796,GHSA-qw6h-vgh9-j6wx,express vulnerable to XSS via response.redirect(),LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,2024-09-10T19:41:04Z,2026-02-04T04:10:32.069920Z,CVE-2024-43796,https://github.com/expressjs/express/security/advisories/GHSA-qw6h-vgh9-j6wx
express,npm,4.16.0,CVE-2024-29041,GHSA-rv95-896h-c2vc,Express.js Open Redirect in malformed URLs,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2024-03-25T19:40:26Z,2026-02-04T02:13:10.821360Z,CVE-2024-29041,https://github.com/expressjs/express/security/advisories/GHSA-rv95-896h-c2vc
json5,npm,2.1.0,CVE-2022-46175,GHSA-9c47-m6qq-7p4h,Prototype Pollution in JSON5 via Parse Method,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:H,2022-12-29T01:51:03Z,2026-02-04T02:59:20.864527Z,CVE-2022-46175,https://github.com/json5/json5/security/advisories/GHSA-9c47-m6qq-7p4h
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2026-34480,GHSA-3pxv-7cmr-fjr4,Apache Log4j Core: Silent log event loss in XmlLayout due to unescaped XML 1.0 forbidden characters,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:L/SA:N,2026-04-10T18:31:17Z,2026-04-16T11:29:10.536806482Z,CVE-2026-34480,https://nvd.nist.gov/vuln/detail/CVE-2026-34480
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2026-34477,GHSA-6hg6-v5c8-fphq,Apache Log4j Core: `verifyHostName` attribute silently ignored in TLS configuration,MODERATE,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:L/SA:N,2026-04-10T18:31:17Z,2026-04-17T12:29:10.521430176Z,CVE-2026-34477,https://nvd.nist.gov/vuln/detail/CVE-2026-34477
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2021-45046,GHSA-7rjr-3q55-vv33,Incomplete fix for Apache Log4j vulnerability,CRITICAL,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H/E:H,2021-12-14T18:01:28Z,2025-10-22T19:37:53.742023Z,CVE-2021-45046,https://nvd.nist.gov/vuln/detail/CVE-2021-45046
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2021-44832,GHSA-8489-44mv-ggj8,Improper Input Validation and Injection in Apache Log4j2,MODERATE,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,2022-01-04T16:14:20Z,2026-06-09T10:45:14.253296471Z,CVE-2021-44832,https://nvd.nist.gov/vuln/detail/CVE-2021-44832
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2021-44228,GHSA-jfh8-c2jp-5v3q,Remote code injection in Log4j,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:H,2021-12-10T00:40:56Z,2025-10-22T19:37:02.616807Z,CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2021-45105,GHSA-p6xc-xr62-6r2g,Apache Log4j2 vulnerable to Improper Input Validation and Uncontrolled Recursion,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,2021-12-18T18:00:07Z,2026-06-09T10:30:14.432177927Z,CVE-2021-45105,https://nvd.nist.gov/vuln/detail/CVE-2021-45105
org.apache.logging.log4j:log4j-core,Maven,2.14.1,CVE-2025-68161,GHSA-vc5p-v9hr-52mj,Apache Log4j does not verify the TLS hostname in its Socket Appender,MODERATE,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:L/SA:N,2025-12-18T21:31:44Z,2026-02-04T03:10:00.616806Z,CVE-2025-68161,https://nvd.nist.gov/vuln/detail/CVE-2025-68161
